web-scraper-order,web-scraper-start-url,name,rank,unit,death_date,profile_link,profile_link-href,image_url-src
"1753822579-705","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=17","רס""ר (במיל')
                        צבי מתתיהו מרנץ
                        ז""ל","רס""ר (במיל')","עוצבת בני-אור (460)","נפל בח' בתשרי התשפ""ה (10 באוקטובר 2024)","רס""ר (במיל')
                        צבי מתתיהו מרנץ
                        ז""ל
                    
                        
                            עוצבת בני-אור (460)
                        

                        נפל בח' בתשרי התשפ""ה (10 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A6%D7%91%D7%99-%D7%9E%D7%AA%D7%AA%D7%99%D7%94%D7%95-%D7%9E%D7%A8%D7%A0%D7%A5/","/media/vx3fm3g5/whatsapp-image-2024-10-10-at-20-03-14.jpeg?rxy=0.34085213032581452,0.43867320217670192&width=157&height=211"
"1753822579-706","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=17","רס""ן (במיל')
                        נתנאל הרשקוביץ
                        ז""ל","רס""ן (במיל')","עוצבת בני-אור (460)","נפל בח' בתשרי התשפ""ה (10 באוקטובר 2024)","רס""ן (במיל')
                        נתנאל הרשקוביץ
                        ז""ל
                    
                        
                            עוצבת בני-אור (460)
                        

                        נפל בח' בתשרי התשפ""ה (10 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A0%D7%AA%D7%A0%D7%90%D7%9C-%D7%94%D7%A8%D7%A9%D7%A7%D7%95%D7%91%D7%99%D7%A5/","/media/zcxjvjl1/whatsapp-image-2024-10-25-at-12-37-03.jpeg?rxy=0.48496240601503759,0.35463659147869675&width=157&height=211"
"1753822579-707","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=17","רס""ר (במיל')
                        אורי משה בורנשטיין
                        ז""ל","רס""ר (במיל')","עוצבת בני-אור (460)","נפל בח' בתשרי התשפ""ה (10 באוקטובר 2024)","רס""ר (במיל')
                        אורי משה בורנשטיין
                        ז""ל
                    
                        
                            עוצבת בני-אור (460)
                        

                        נפל בח' בתשרי התשפ""ה (10 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%95%D7%A8%D7%99-%D7%9E%D7%A9%D7%94-%D7%91%D7%95%D7%A8%D7%A0%D7%A9%D7%98%D7%99%D7%99%D7%9F/","/media/r0cjb41c/whatsapp-image-2024-10-10-at-20-08-06.jpeg?width=157&height=211"
"1753822579-708","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=17","רס""ם (במיל')
                        רוני גניזת
                        ז""ל","רס""ם (במיל')","חטיבת אלון (228)","נפל בז' בתשרי התשפ""ה (09 באוקטובר 2024)","רס""ם (במיל')
                        רוני גניזת
                        ז""ל
                    
                        
                            חטיבת אלון (228)
                        

                        נפל בז' בתשרי התשפ""ה (09 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%A0%D7%99-%D7%92%D7%A0%D7%99%D7%96%D7%AA/","/media/qvedzfqj/רוני-גניזט.jpeg?rxy=0.4703125,0.28460207612456745&width=157&height=211"
"1753822579-709","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=17","סמ""ר
                        נועם ישראל עבדו
                        ז""ל","סמ""ר","חטיבת גולני","נפל בה' בתשרי התשפ""ה (07 באוקטובר 2024)","סמ""ר
                        נועם ישראל עבדו
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בה' בתשרי התשפ""ה (07 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A0%D7%95%D7%A2%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A2%D7%91%D7%93%D7%95/","/media/5fqddkdo/64593232-bd61-4c9f-b8cf-d3690f042c63.jpeg?rxy=0.39854239813326814,0.23394495412844038&width=157&height=211"
"1753822579-710","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=17","רס""ב (במיל')
                        אביב מגן
                        ז""ל","רס""ב (במיל')","יחידת הניוד 5515","נפל בה' בתשרי התשפ""ה (07 באוקטובר 2024)","רס""ב (במיל')
                        אביב מגן
                        ז""ל
                    
                        
                            יחידת הניוד 5515
                        

                        נפל בה' בתשרי התשפ""ה (07 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%91%D7%99%D7%91-%D7%9E%D7%92%D7%9F/","/media/v25fmbes/candle.png?width=157&height=211"
"1753822582-711","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","רס""ם (במיל')
                        ישי (נתנאל) גרינבאום
                        ז""ל","רס""ם (במיל')","חטיבת אלון (228)","נפל בט""ז בתשרי התשפ""ה (18 באוקטובר 2024)","רס""ם (במיל')
                        ישי (נתנאל) גרינבאום
                        ז""ל
                    
                        
                            חטיבת אלון (228)
                        

                        נפל בט""ז בתשרי התשפ""ה (18 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%A9%D7%99-%D7%A0%D7%AA%D7%A0%D7%90%D7%9C-%D7%92%D7%A8%D7%99%D7%A0%D7%91%D7%90%D7%95%D7%9D/","/media/amans2lv/whatsapp-image-2024-10-19-at-21-11-18.jpeg?rxy=0.712424834410031,0.50455015546503956&width=157&height=211"
"1753822582-712","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמ""ר
                        אופיר ברקוביץ'
                        ז""ל","סמ""ר","עוצבת עקבות הברזל (401)","נפל בי""ז בתשרי התשפ""ה (19 באוקטובר 2024)","סמ""ר
                        אופיר ברקוביץ'
                        ז""ל
                    
                        
                            עוצבת עקבות הברזל (401)
                        

                        נפל בי""ז בתשרי התשפ""ה (19 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%95%D7%A4%D7%99%D7%A8-%D7%91%D7%A8%D7%A7%D7%95%D7%91%D7%99%D7%A5/","/media/5mujjogd/whatsapp-image-2024-10-19-at-14-29-12.jpeg?rxy=0.5572831611196265,0.45596279011792828&width=157&height=211"
"1753822582-713","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמל
                        אלישי יונג 
                        ז""ל","סמל","עוצבת עקבות הברזל (401)","נפל בי""ז בתשרי התשפ""ה (19 באוקטובר 2024)","סמל
                        אלישי יונג 
                        ז""ל
                    
                        
                            עוצבת עקבות הברזל (401)
                        

                        נפל בי""ז בתשרי התשפ""ה (19 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9C%D7%99%D7%A9%D7%99-%D7%99%D7%95%D7%A0%D7%92/","/media/vgodbt3z/whatsapp-image-2024-10-19-at-16-21-53.jpeg?rxy=0.48158758010489655,0.50306880710506252&width=157&height=211"
"1753822582-714","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמ""ר
                        יהודה דרור יהלום
                        ז""ל","סמ""ר","חטיבת גולני","נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)","סמ""ר
                        יהודה דרור יהלום
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%94%D7%95%D7%93%D7%94-%D7%93%D7%A8%D7%95%D7%A8-%D7%99%D7%94%D7%9C%D7%95%D7%9D/","/media/v4innfcl/יהודה-דרור-יהלום.jpeg?rxy=0.49248498522924755,0.30976536424988815&width=157&height=211"
"1753822582-715","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סרן
                        אלעד סימן טוב
                        ז""ל","סרן","חטיבת גולני","נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)","סרן
                        אלעד סימן טוב
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9C%D7%A2%D7%93-%D7%A1%D7%99%D7%9E%D7%9F-%D7%98%D7%95%D7%91/","/media/ncyhcupg/אלעד-סימן-טוב-זל.jpeg?rxy=0.53352353236134487,0.44759914868010248&width=157&height=211"
"1753822582-716","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמ""ר
                        אלישיב איתן וידר
                        ז""ל","סמ""ר","חטיבת גולני","נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)","סמ""ר
                        אלישיב איתן וידר
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9C%D7%99%D7%A9%D7%99%D7%91-%D7%90%D7%99%D7%AA%D7%9F-%D7%95%D7%99%D7%93%D7%A8/","/media/phnhtjkx/אלישיב.jpeg?rxy=0.49323179995946581,0.42666267529448082&width=157&height=211"
"1753822582-717","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמ""ר
                        יעקב הלל
                        ז""ל","סמ""ר","חטיבת גולני","נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)","סמ""ר
                        יעקב הלל
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%A2%D7%A7%D7%91-%D7%94%D7%9C%D7%9C/","/media/puzbsypy/יעקב-הלל-זל.jpeg?rxy=0.56048882323224292,0.4198123028927227&width=157&height=211"
"1753822582-718","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","רס""ן
                        אופק בכר
                        ז""ל","רס""ן","חטיבת גולני","נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)","רס""ן
                        אופק בכר
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בי""ד בתשרי התשפ""ה (16 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%95%D7%A4%D7%A7-%D7%91%D7%9B%D7%A8/","/media/undhrb2j/אופק-בכר-זל.jpeg?rxy=0.68184933597094388,0.33598970937851463&width=157&height=211"
"1753822582-719","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמל
                        קורן ביתן
                        ז""ל","סמל","חטיבת כפיר","נפל בי""ב בתשרי התשפ""ה (14 באוקטובר 2024)","סמל
                        קורן ביתן
                        ז""ל
                    
                        
                            חטיבת כפיר
                        

                        נפל בי""ב בתשרי התשפ""ה (14 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A7%D7%95%D7%A8%D7%9F-%D7%91%D7%99%D7%AA%D7%9F/","/media/e00jm3ql/קורן-ביתן-זל.jpeg?rxy=0.514509275865362,0.27366112861146796&width=157&height=211"
"1753822582-720","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=16","סמל
                        אמיתי אלון
                        ז""ל","סמל","חטיבת גולני","נפל בי""א בתשרי התשפ""ה (13 באוקטובר 2024)","סמל
                        אמיתי אלון
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בי""א בתשרי התשפ""ה (13 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9E%D7%99%D7%AA%D7%99-%D7%90%D7%9C%D7%95%D7%9F/","/media/wcqfip2s/אלון-אמיתי.jpg?rxy=0.48872180451127817,0.24154135338345864&width=157&height=211"
"1753822584-721","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ן (במיל')
                        דן מאורי
                        ז""ל","רס""ן (במיל')","חטיבת הזקן (8)","נפל בכ""ב בתשרי התשפ""ה (24 באוקטובר 2024)","רס""ן (במיל')
                        דן מאורי
                        ז""ל
                    
                        
                            חטיבת הזקן (8)
                        

                        נפל בכ""ב בתשרי התשפ""ה (24 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%93%D7%9F-%D7%9E%D7%90%D7%95%D7%A8%D7%99/","/media/4sch0lmw/whatsapp-image-2024-10-25-at-09-33-21.jpeg?width=157&height=211"
"1753822584-722","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ל
                        גיא בן-הרוש
                        ז""ל","רס""ל","חטיבת המרום","נפל בכ""ב בתשרי התשפ""ה (24 באוקטובר 2024)","רס""ל
                        גיא בן-הרוש
                        ז""ל
                    
                        
                            חטיבת המרום
                        

                        נפל בכ""ב בתשרי התשפ""ה (24 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%92%D7%99%D7%90-%D7%91%D7%9F-%D7%94%D7%A8%D7%95%D7%A9/","/media/zbkm013w/גיא-בן-הרוש.jpg?rxy=0.41644562334217505,0.28472755180353032&width=157&height=211"
"1753822584-723","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ל (במיל')
                        שובאל בן נתן
                        ז""ל","רס""ל (במיל')","חטיבת כרמלי (2)","נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)","רס""ל (במיל')
                        שובאל בן נתן
                        ז""ל
                    
                        
                            חטיבת כרמלי (2)
                        

                        נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%95%D7%91%D7%90%D7%9C-%D7%91%D7%9F-%D7%A0%D7%AA%D7%9F/","/media/kqkf1mr5/שובאל-בן-נתן.jpg?rxy=0.67961165048543692,0.30696798493408661&width=157&height=211"
"1753822584-724","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ר (במיל')
                        שלמה אביעד ניימן
                        ז""ל","רס""ר (במיל')","חטיבת כרמלי (2)","נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)","רס""ר (במיל')
                        שלמה אביעד ניימן
                        ז""ל
                    
                        
                            חטיבת כרמלי (2)
                        

                        נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%9C%D7%9E%D7%94-%D7%90%D7%91%D7%99%D7%A2%D7%93-%D7%A0%D7%99%D7%99%D7%9E%D7%9F/","/media/kdxnzgrz/shlomo-aviad-nayman.jpeg?rxy=0.45740312658367704,0.28922971945322895&width=157&height=211"
"1753822584-725","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ם (במיל')
                        שמואל הררי
                        ז""ל","רס""ם (במיל')","חטיבת כרמלי (2)","נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)","רס""ם (במיל')
                        שמואל הררי
                        ז""ל
                    
                        
                            חטיבת כרמלי (2)
                        

                        נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%9E%D7%95%D7%90%D7%9C-%D7%94%D7%A8%D7%A8%D7%99/","/media/fknalstl/שמואל-הררי.jpg?rxy=0.37122557726465366,0.23536165327210104&width=157&height=211"
"1753822584-726","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ב (במיל')
                        מרדכי חיים אמויאל
                        ז""ל","רס""ב (במיל')","חטיבת כרמלי (2)","נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)","רס""ב (במיל')
                        מרדכי חיים אמויאל
                        ז""ל
                    
                        
                            חטיבת כרמלי (2)
                        

                        נפל בכ""א בתשרי התשפ""ה (23 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%9E%D7%A8%D7%93%D7%9B%D7%99-%D7%97%D7%99%D7%99%D7%9D-%D7%90%D7%9E%D7%95%D7%99%D7%90%D7%9C/","/media/qbyd0ut1/מרדכי-חיים-אמויאל.jpg?rxy=0.596958174904943,0.42166666666666669&width=157&height=211"
"1753822584-727","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ן (במיל')
                         אבירם חריב
                        ז""ל","רס""ן (במיל')","חטיבת אלון (228)","נפל בכ' בתשרי התשפ""ה (22 באוקטובר 2024)","רס""ן (במיל')
                         אבירם חריב
                        ז""ל
                    
                        
                            חטיבת אלון (228)
                        

                        נפל בכ' בתשרי התשפ""ה (22 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%91%D7%99%D7%A8%D7%9D-%D7%97%D7%A8%D7%99%D7%91/","/media/hybdn40i/aviram-hariv.jpeg?rxy=0.85450819672131151,0.20198675496688742&width=157&height=211"
"1753822584-728","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","רס""ר (במיל')
                        סער אליעד נורסקי
                        ז""ל","רס""ר (במיל')","עוצבת אדירים (7338)","נפל בכ' בתשרי התשפ""ה (22 באוקטובר 2024)","רס""ר (במיל')
                        סער אליעד נורסקי
                        ז""ל
                    
                        
                            עוצבת אדירים (7338)
                        

                        נפל בכ' בתשרי התשפ""ה (22 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A1%D7%A2%D7%A8-%D7%90%D7%9C%D7%99%D7%A2%D7%93-%D7%A0%D7%95%D7%A8%D7%A1%D7%A7%D7%99/","/media/iwvlpgpx/סער-אליעד-נורסקי.jpeg?rxy=0.60896795116111135,0.3741096609057783&width=157&height=211"
"1753822584-729","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=15","סמ""ר
                        ישי מן
                        ז""ל","סמ""ר","חטיבת הנח""ל","נפל בכ' בתשרי התשפ""ה (22 באוקטובר 2024)","סמ""ר
                        ישי מן
                        ז""ל
                    
                        
                            חטיבת הנח""ל
                        

                        נפל בכ' בתשרי התשפ""ה (22 באוקטובר 2024)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%A9%D7%99-%D7%9E%D7%9F/","/media/b4uhoxlq/ישי-מן-זל.jpeg?rxy=0.3709919992573037,0.26347477714858319&width=157&height=211"
